Stock No.,Institution name,Genus,Species,Division,Class,Synonym,Place name,Habitats,Details of habitat,Details on the freshwater environment,Details on the marine environment,State of algal and cyanobacterial strain,Preservation state,Cryopreservation,Environmental characteristics,Physiological and ecological characteristics,"Other characteristics
"
NIES-1096,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Shirakaba,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"ST39 (Tanabe et al. 2007)
"
NIES-1097,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Shigure Dam,",,Eutrophic; Surface,Dam Reservoir,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin (Tanabe et al. 2009b),,"ST28 (Tanabe et al. 2007)
"
NIES-1098,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Shigure Dam,",,Eutrophic; Surface,Dam Reservoir,,Unialgal; Clonal; Axenic[2018 Dec],Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Microcystin not detected,,"Reisolated from TAC 110; ST38 (Tanabe et al. 2007)
"
NIES-1099,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Noborio-ike Pond,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin,,"Reisolated from TAC 113
"
NIES-1100,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Kathmandu,",,Eutrophic; Surface,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"Reisolated from TAC 114; ST30 (Tanabe et al. 2007)
"
NIES-1101,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Kathmandu,",,Eutrophic; Surface,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"Reisolated from TAC 115; ST40 (Tanabe et al. 2007)
"
NIES-1102,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Barato,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin (Tanabe et al. 2009b),,"ST66 (Tanabe et al. 2007)
"
NIES-1103,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Barato,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin (Tanabe et al. 2009b),,"ST66 (Tanabe et al. 2007)
"
NIES-1104,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Barato,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"ST67 (Tanabe et al. 2007)
"
NIES-1105,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Barato,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin (Tanabe et al. 2009b),,"Reisolated from TAC 125; ST31 (Tanabe et al. 2007)
"
NIES-1106,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Shin-ike Pond,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"ST41 (Tanabe et al. 2007)
"
NIES-1107,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Kamisawa-ike Pond,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Microcystin not detected,,"ST42 (Tanabe et al. 2007)
"
NIES-1108,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Kamisawa-ike Pond,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin (Tanabe et al. 2009b),,"ST43 (Tanabe et al. 2007)
"
NIES-1109,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Dazaifu C.C.,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"
"
NIES-1110,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Dazaifu C.C.,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"
"
NIES-1111,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Dazaifu C.C.,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"
"
NIES-1112,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Dazaifu C.C.,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"
"
NIES-1113,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Suwa,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"ST51 (Tanabe et al. 2007)
"
NIES-1114,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Suwa,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin (Tanabe et al. 2009b),,"ST52 (Tanabe, Y. et al. 2007)
"
NIES-1115,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Showa-tameike Pond,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"Reisolated from TAC 136; ST44 (Tanabe, Y. et al. 2007)
"
NIES-1116,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Showa-tameike Pond,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,No,Cyanobacterial water bloom (aoko),,"
"
NIES-1117,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Showa-tameike Pond,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"Reisolated from TAC 138
"
NIES-1118,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Showa-tameike Pond,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"
"
NIES-1119,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Showa-tameike Pond,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"
"
NIES-1120,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Showa-tameike Pond,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"
"
NIES-1121,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Showa-tameike Pond,",,Eutrophic; Surface,Pond,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"
"
NIES-1122,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Ohnuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"Reisolated from TAC 146; ST45 (Tanabe, Y. et al. 2007)
"
NIES-1123,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Ohnuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Axenic[2018 Feb],Cryopreservation,No,Cyanobacterial water bloom (aoko),,"ST27 (Tanabe, Y. eet al. 2007)
"
NIES-1124,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Ohnuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,No,Cyanobacterial water bloom (aoko),,"ST27 (Tanabe, Y. eet al. 2007)
"
NIES-1125,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Ohnuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"ST27 (Tanabe, Y. eet al. 2007)
"
NIES-1126,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Ohnuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin (Tanabe et al. 2009b),,"ST73 (Tanabe, Y. et al. 2007)
"
NIES-1127,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Ohnuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin (Tanabe et al. 2009b),,"ST73 (Tanabe, Y. et al. 2007)
"
NIES-1128,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Ohnuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"ST46 (Tanabe, Y. et al. 2007)
"
NIES-1129,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Ohnuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"ST46 (Tanabe, Y. et al. 2007)
"
NIES-1130,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Teganuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"Reisolated from TAC 154; ST75 (Tanabe, Y. et al. 2007)
"
NIES-1131,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Teganuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin (Tanabe et al. 2009b),,"ST76 (Tanabe, Y. et al. 2007)
"
NIES-1132,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Teganuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"Reisolated from TAC 156; ST74 (Tanabe, Y. et al. 2007)
"
NIES-1133,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Teganuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin (Tanabe et al. 2009b),,"Reisolated from TAC 157; ST76 (Tanabe, Y. et al. 2007)
"
NIES-1134,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Teganuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"Reisolated from TAC 159; ST48 (Tanabe, Y. et al. 2007)
"
NIES-1135,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Teganuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"Reisolated from TAC 160; ST48 (Tanabe, Y. et al. 2007)
"
NIES-1136,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Teganuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin (Tanabe et al. 2009b),,"ST26 (Tanabe, Y. et al. 2007)
"
NIES-1137,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Teganuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"ST1 (Tanabe, Y. et al. 2007)
"
NIES-1138,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Teganuma,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"Reisolated from TAC 164; ST1 (Tanabe, Y. et al. 2007)
"
NIES-1139,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Okutama,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"SST55 (Tanabe, Y. et al. 2007)
"
NIES-1140,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Okutama,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin (Tanabe et al. 2009b),,"ST4 (Tanabe, Y. et al. 2007)
"
NIES-1141,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Okutama,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko); Toxicity; microcystin (Tanabe et al. 2009b),,"ST55 (Tanabe, Y. et al. 2007)
"
NIES-1142,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Lake Okutama,",,Eutrophic; Surface,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Yes,Cyanobacterial water bloom (aoko),,"ST56 (Tanabe, Y. et al. 2007)
"
